feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
-8.485346574,2.262984788,-4.716142945,0,0.024594940963468943,-6.288357509,-0.718326067,-2.443779754,-1.339312322,4.455922812,-5.660813931,-2.185040262,-5.390330256,-0.2864767746476913,-7.019901559,0.447395553,-4.649864299,0.8519356263386471,2.481953866,6.454187525,0,1
-8.601648263,0.35798703,-4.235253083,1,0.6109947754325965,-6.304753386,-1.305279133,-2.122692871,-1.267587128,2.730668149,-4.508497786,-2.341016828,-6.716720023,-0.8892843202591281,-7.506169374,-2.169928976,-3.694515998,-0.15642448429352782,3.639653999,6.353612319,1,1
-8.670818005,0.364810482,-4.261237197,0,0.3123051900958361,-6.293145319,-1.439395875,-2.118412477,-1.243248291,2.805336259,-4.468259731,-2.332284887,-6.999906634,0.0020413556917566744,-7.417712065,-1.863755553,-3.65280196,-0.8248420123060711,3.442643977,6.316209677,1,1
-10.83316447,1.74050729,-4.577264627,0,0.047059813934000515,-9.80256179,0.472016953,-1.873256991,-4.120628835,4.328198553,-3.114372201,-0.989908136,-5.576022636,-1.5886365326749763,-9.405423062,-4.617217204,-7.552342204,1.1882706096470137,1.695693653,4.802322761,0,1
-9.928699943,-1.382187564,-3.103569746,0,0.44408030458270953,-2.775113897,-3.831153716,-0.060712119,0.273798971,6.379741881,-7.653616213,-3.131549732,-7.191604246,0.9165084807320638,-10.92418687,-2.661802175,-2.379420985,0.6289989732564835,5.856393215,7.102988588,1,1
-10.00104637,-1.385557802,-3.104557363,1,4.432162197131905,-2.760097015,-3.87865758,-0.065210105,0.298103416,6.395829746,-7.618462836,-3.136371964,-7.29780335,0.9180619094201181,-10.86069805,-2.535852117,-2.360856724,0.2048754475958147,5.793644147,7.071669137,0,1
-6.998042432,1.663394014,5.431270921,1,0.6675078252885122,-5.136135103,-0.775680093,-6.974521545,-1.183822117,4.853894351,-4.489558073,3.628382091,-1.987773188,1.4381735273959784,-3.738023334,-3.499107537,-2.013542681,1.165962450284372,0.258555161,4.690395666,1,1
-17.76914346,-0.410480977,-7.810440745,0,0.013400572658629973,-15.5033921,-5.902828122,-1.689450534,-5.494927642,9.007146872,-11.03472723,-2.854415285,-12.84093382,-0.15245958776926205,-19.21432549,-2.125489826,-10.26660918,-0.4998437074254647,5.973555692,12.01891318,0,1
-7.839538998,-2.005476603,-0.591118213,1,0.004420604270161775,0.891934541,-2.530712814,1.698875264,0.978675639,6.094140959,-5.726872015,-2.807313947,-5.15309461,0.797288075608579,-9.634689713,0.378274504,-0.663203946,0.5492232920544421,3.914796789,4.654088423,0,1
-15.96920752,3.166998907,-10.08993116,0,1.046192233175669,-18.58736621,-3.249515617,-4.749526793,-6.920761861,6.666273003,-9.804103442,-2.073129006,-11.42045097,-1.6452205303087686,-14.69072913,-1.426623313,-12.22718928,0.11373808937414186,4.141986232,10.85301165,0,1
-17.63160631,-0.501750653,-8.138589417,1,0.5619672863615771,-15.22700751,-6.272790468,-2.06570621,-5.322008981,8.607556787,-11.4264671,-2.985288022,-13.19341507,1.895351727791502,-18.82208674,-3.891191951,-10.03109666,-1.0263754748737453,7.098916252,11.61972348,1,1
-7.629169589,-0.287188855,-1.341035996,1,2.075236211111052,1.632008858,-2.203224431,1.11821533,1.315734564,7.426940375,-7.535606594,-2.886722351,-4.137840196,0.3419745701510464,-9.440374995,0.919136507,-1.233958282,0.8409083193848232,4.199632669,4.570112808,0,1
-11.34902855,0.991486122,-4.104214873,0,0.7030747487279764,-10.24675541,-1.498468131,-1.556758075,-4.191066267,5.467684549,-4.475132713,-1.549420289,-4.594951763,1.6365049508202278,-8.138694884,-4.696795224,-6.653594347,1.43447023501197,2.693867479,5.275505851,0,1
-11.12401861,1.504924859,-4.48742196,0,1.6564212840927977,-9.931765154,-1.307010423,-2.190769729,-4.093021122,5.928190802,-5.598354267,-1.529322966,-4.138891214,0.13963409129495163,-7.840942205,-4.727712656,-6.77706924,0.06733636391895023,3.044469102,5.149408783,0,1
-7.004327284,-0.662462068,-0.954940039,1,2.159989496147941,-5.044735692,2.820828662,-1.903562358,-1.718082685,3.26463274,-1.188498004,0.320350587,1.01511288,-1.9309343171083566,-6.220605353,-4.064004738,-3.075091885,1.061960999475887,3.100934891,3.187186897,0,1
-17.22866224,1.270226271,-9.301288615,1,3.1278535876815607,-14.44121113,-5.654212026,-2.954461035,-5.105486466,10.34322806,-13.70540729,-3.055115785,-11.85386697,-1.7015687489016087,-18.49377336,-2.589617198,-10.62949739,-2.0636566977492263,7.016714385,11.66920474,0,1
-15.47905248,3.126929352,-11.19997522,0,0.687242928921291,-18.1030037,-3.429304264,-5.759923989,-6.837834539,6.689950658,-11.06333028,-2.244030791,-11.56194977,0.3436541962741617,-13.88377855,-2.880042352,-11.91148302,-1.1281337983194986,5.22544231,10.44684681,0,1
-17.13130095,-0.574675144,-9.252793938,1,0.6164587937018207,-14.74490246,-6.329800846,-3.106002281,-5.247301106,8.594341893,-12.75281127,-3.179948757,-13.13669837,-1.8540928686865126,-18.04999769,-5.454361779,-9.723565309,-0.5404286163317269,8.287420555,11.22847028,1,1
-16.72833933,1.197266335,-10.41569781,0,0.6479841900235018,-13.95908537,-5.711247971,-3.994426097,-5.030710038,10.33009983,-15.03171421,-3.250013184,-11.79718107,-1.4048256235807006,-17.72163835,-4.153014499,-10.32201668,0.574039196392903,8.204796505,11.27792073,1,1
-16.55819714,1.162026148,-10.78837284,0,2.378994221218043,-13.79914764,-5.689311188,-4.351340983,-5.008585179,10.31334937,-15.496222,-3.322688735,-11.71218662,1.1475002334170683,-17.47592128,-4.710528782,-10.22220317,-1.0419117703697782,8.63621439,11.1524906,0,1
-6.542610345,1.959224054,-1.59390074,1,0.05760748513800088,-5.2698763,1.908962686,-0.871782564,-2.344668574,2.507298518,-1.572938709,-1.040902572,1.077417521,0.04858977048112667,-3.266475545,-4.641892851,-4.842383078,-0.5080529316976267,2.902086433,3.33850216,0,1
-2.547556814,-1.532707212,-0.022988728,0,1.6424611172115475,2.298998221,0.860043617,0.175738797,-0.162096209,3.170257575,0.394684329,-0.221980885,-0.592472935,1.4681891779146947,-0.330305804,1.088374938,0.335642173,0.051137974887341925,0.898474024,1.0727284,0,1
-2.776756575,-0.86510461,0.053557839,0,0.3024600329014728,1.707024466,0.883797757,0.412406009,0.526349196,3.024049706,0.082334145,-0.214414558,-0.554223901,1.458632740175008,-0.456076957,1.189784357,0.857322736,1.4284313739690835,0.942289402,0.154921009,0,1
-3.021760182,-2.548521592,0.26615517,1,1.7936343859317894,0.115114265,0.580255403,0.135146842,-0.046795879,1.731595163,2.041002725,-0.093625175,-0.164562675,-1.9817523442029477,1.500793775,-0.469326705,0.706047713,0.4222782475759458,1.111452782,0.50037637,0,1
-16.38805417,1.126784378,-11.161057,1,5.137077339366214,-13.63920899,-5.667375546,-4.708241091,-4.986457258,10.29660279,-15.96072813,-3.395374852,-11.62719356,-1.9863030261140735,-17.23020216,-5.268053221,-10.12239192,-0.11298099452349919,9.067613427,11.02705909,0,1
-15.09416315,2.382807936,-9.462532811,1,0.05189015307658826,-18.38881054,-4.897005528,-11.21442239,-6.898840133,8.617895141,-13.51093114,0.672247839,-11.78681166,-0.6700444828728602,-11.8521613,-5.187878108,-10.68824179,1.4301033962321639,6.967708664,9.369079058,1,1
-13.10493347,1.606870033,-21.92281103,1,0.4578457854845894,-17.50661155,-4.433161658,-2.726961321,-8.06120799,9.648310727,-12.46676572,-4.445610382,-11.20140009,-0.7935955313195628,-10.14020034,-12.22402062,-10.09867066,-0.9684771761162609,3.85415033,9.328799257,1,1
-15.02269963,0.579200358,-16.53580681,1,0.507155303928248,-12.8041409,-6.8152729,-4.150142064,-5.116620495,11.27035233,-17.71263237,-3.372098209,-13.67054513,0.42400165960782976,-15.06637436,-14.47443749,-8.668739272,-0.23738915819451117,6.503184517,10.54526295,1,1
-13.55613013,2.069377449,-15.6003233,1,1.5023697511133298,-17.54203031,-5.304630968,-10.42019898,-6.792637787,10.10727387,-16.58707294,0.130669812,-12.93892931,1.3900752706600494,-9.809881502,-12.33960316,-9.505210445,0.7723713715012085,4.488267302,8.805681967,0,1
-14.98543373,0.604625911,-14.91332999,0,1.931578166157036,-12.60259646,-7.175096615,-6.89385628,-4.876683421,11.16552584,-19.02691234,-2.120936575,-14.16679466,-0.5073534422042263,-14.66638897,-15.39884501,-8.333242496,1.035652105388666,7.472323897,10.27776886,0,1
-14.56397976,0.753149848,-15.47161228,1,0.9454460226854607,-12.43980497,-6.380124898,-7.974280687,-4.837079026,11.92751187,-21.40583574,-2.202710277,-13.34827765,1.063172373006859,-14.49159835,-14.17916511,-8.264128844,2.663938725144891,7.421369962,10.18758732,0,1
-14.3947668,0.719787682,-15.83344278,1,1.2116499874780275,-12.28096486,-6.356833491,-8.348733692,-4.818586393,11.90616991,-21.87231736,-2.26284642,-13.26165171,1.663442310147016,-14.24831583,-14.72462701,-8.161632445,-1.085113278706983,7.875156793,10.06378975,1,1
-14.2254557,0.686227164,-16.19641866,0,1.4858142385344428,-12.12200882,-6.333685156,-8.721334356,-4.799710133,11.88531289,-22.33859051,-2.324306949,-13.17519808,-1.294849339235907,-14.00477618,-15.27136186,-8.059419407,0.010962265839425455,8.326581061,9.939819742,0,1
-14.05606118,0.652498045,-16.56036811,0,0.07469432044049552,-11.96295423,-6.310658433,-9.092360532,-4.780507788,11.86486808,-22.80468646,-2.386893207,-13.08889092,-1.8391367638206702,-13.76101796,-15.81917872,-7.957447226,1.8761189018012239,8.775997153,9.815703174,0,1
-13.88659516,0.618624413,-16.92515204,1,0.8136810336317655,-11.80381519,-6.287735948,-9.462037146,-4.761025942,11.84477659,-23.27063052,-2.450444374,-13.0027093,-0.18511234493397932,-13.51707241,-16.36792301,-7.855681494,-0.30815595406760926,9.223691949,9.691460982,1,1
-13.71706738,0.584625973,-17.29065667,0,1.6442239063092614,-11.64460321,-6.264903488,-9.830548229,-4.74130271,11.82499023,-23.73644341,-2.514828873,-12.91663611,-1.8540663856845225,-13.27296506,-16.91746827,-7.754094059,-2.016802242174227,9.669900173,9.567110295,1,1
-13.5474859,0.550519004,-17.656788,0,0.28584266343423265,-11.48532779,-6.242149309,-10.19804581,-4.721369576,11.80546921,-24.20214223,-2.579938008,-12.8306572,1.3006585487023865,-13.02871703,-17.46771001,-7.652661665,-1.1110416765599196,10.11481572,9.442665265,0,1
-13.37785743,0.516317073,-18.02346767,0,1.0410817233636314,-11.32599687,-6.219463628,-10.56465657,-4.701252777,11.78618036,-24.66774125,-2.645681199,-12.74476079,0.21603096616117812,-12.78434589,-18.01856119,-7.551364931,0.6927447503532957,10.55860019,9.318137685,1,1
-3.763873848,-1.563815227,0.397585526,1,0.22014453836472545,2.611450334,0.411134977,0.643244864,1.29195523,3.123672307,-0.678876187,-1.184322994,-0.859862302,-1.3910653525679275,-0.971757538,1.19239599,1.457578528,1.3061628893865227,1.338973711,1.124059382,1,1
-11.63563005,1.268342773,-13.8978266,0,0.3456202222726984,-13.68413959,-2.844953985,-12.53802092,-4.777406039,6.185968835,-19.13360246,-4.027030447,-9.668788912,-1.349227683537035,-8.6404591,-15.9036352,-7.695568788,2.2459277722385234,10.39391714,7.394419411,0,1
-8.952190712,1.43226793,-14.11886485,1,0.7882559438575084,-14.25959859,-4.099551431,-13.02590105,-5.035051524,6.017294647,-19.81898181,-4.128779003,-9.222825507,1.0336749680182402,-9.825054421,-16.59866474,-7.541687424,-1.1202382233986943,10.5417508,6.329364676,1,1
-8.778572032,1.390314361,-14.40944799,0,3.062874289669045,-14.10277188,-4.073855712,-13.46503335,-5.016423335,6.046611747,-20.36388597,-4.166647245,-9.153368038,1.67689458353005,-9.574662299,-17.27519119,-7.418487279,0.12049751986251658,10.81966537,6.210883012,1,1
-0.491243315,-1.306994645,0.316192138,1,2.060701873619241,1.776454295,-1.143342795,0.990074518,1.149282186,2.675687859,-0.962975335,-0.243317741,-0.369908966,0.03828065151689364,-2.238622244,1.125335535,1.477925603,-0.34131303151896136,1.130146484,1.834494198,0,1
-8.46396613,1.32116656,-14.85612367,1,0.411333490242425,-13.7974745,-4.053353287,-14.45115814,-4.95849391,6.038515416,-21.40291681,-4.146523506,-9.040396249,-1.8408441136971545,-9.092532652,-18.4748679,-7.186375508,-0.2705005305247107,11.58638052,5.966202507,0,1
-8.261649837,1.272091364,-15.35795181,1,0.0249322407528515,-13.62972094,-3.99986077,-14.70884479,-4.958829816,6.086235634,-21.91917358,-4.308887607,-8.928655661,1.8431458115156123,-8.829359228,-19.17982641,-7.070953009,-0.33852362036150746,11.81792199,5.849293066,0,1
-8.088033512,1.230142552,-15.64850747,1,1.7622765420122382,-13.47289701,-3.97416162,-15.14802152,-4.940210829,6.115541102,-22.46408275,-4.346724083,-8.859194059,-1.6270620948299492,-8.578973273,-19.85632233,-6.947746067,-0.8258294573052716,12.09589323,5.730815537,1,1
-7.914422366,1.188204208,-15.93900269,0,3.351018392843787,-13.31607919,-3.948454919,-15.587296,-4.921612087,6.144820978,-23.00900291,-4.384490669,-8.789723363,0.21721660799919817,-8.328600888,-20.53275108,-6.824524172,-0.7996270827070141,12.37398914,5.612347108,0,1
-7.740815864,1.146275248,-16.22944373,0,1.2467305432420912,-13.15926686,-3.922741449,-16.02665813,-4.903031495,6.17407791,-23.55393294,-4.422194594,-8.720244515,1.719411100051568,-8.078240669,-21.20911959,-6.70128887,0.8140949687207526,12.65219683,5.493886837,1,1
-7.567213541,1.104354735,-16.51983598,1,0.8975441308502452,-13.00245946,-3.897021888,-16.46609912,-4.884467239,6.203314192,-24.09887185,-4.459842126,-8.650758329,-1.7563381835393028,-7.827891399,-21.88543391,-6.578041503,0.22351263067401142,12.93050512,5.375433907,1,1
-7.393614992,1.06244185,-16.81018419,0,0.2150526692281142,-12.84565652,-3.871296823,-16.90561136,-4.865917737,6.232531823,-24.64381878,-4.49743872,-8.581265516,-1.61238405263986,-7.577552018,-22.56169926,-6.454783237,-0.5917558988887085,13.20890428,5.25698761,1,1
-7.220019864,1.020535879,-17.10049248,0,0.9603069956173738,-12.68885763,-3.845566772,-17.34518817,-4.847381607,6.261732551,-25.18877297,-4.534989152,-8.511766697,-1.6579172179138375,-7.3272216,-23.23792024,-6.331515094,0.2700123344105316,13.48738579,5.138547322,1,1
-7.046427847,0.978636193,-17.39076447,1,0.24826822805131324,-12.5320624,-3.819832187,-17.78482366,-4.828857633,6.290917914,-25.73373377,-4.57249762,-8.442262418,-0.06062860246528601,-7.076899329,-23.91410089,-6.208237973,0.16852811202185097,13.76594216,5.020112498,0,1
-6.872838664,0.936742238,-17.68100337,1,0.2368991021928626,-12.37527053,-3.794093469,-18.22451267,-4.810344741,6.320089265,-26.27870059,-4.609967826,-8.37275316,0.08839151227221809,-6.826584487,-24.59024477,-6.084952665,-1.2950989469995484,14.04456678,4.901682655,1,1
-6.699252074,0.894853522,-17.97121202,0,2.8774794197080427,-12.21848172,-3.768350971,-18.66425061,-4.791841983,6.349247807,-26.82367291,-4.647403049,-8.303239351,1.1820844568592164,-6.576276436,-25.26635502,-5.961659873,-1.1273764060436382,14.32325381,4.783257367,0,1
-6.52566786,0.852969608,-18.26139293,0,0.8609623743854218,-12.06169571,-3.74260501,-19.1040334,-4.773348514,6.378394608,-27.36865029,-4.684806204,-8.23372137,-0.5103135883526768,-6.325974612,-25.94243445,-5.838360219,-0.037724429634372635,14.60199804,4.664836254,1,1
-3.826705319,-0.385884175,-2.81426266,1,0.6289825295172554,-4.835558306,-0.69526264,-1.91241403,-1.921751601,1.921863002,-1.4594952,-1.1302819,-3.465689086,0.6955855473660675,-4.852866915,0.288028928,-2.61736133,-1.1627427375479604,0.965681439,2.351619106,0,1
-6.210941121,0.783577594,-18.70947882,1,1.0679663970692246,-11.75625561,-3.722278738,-20.08787757,-4.714946761,6.370895347,-28.40742446,-4.666313063,-8.120961738,0.9520964931324856,-5.843528381,-27.14367842,-5.606597326,-1.7961674069597067,15.36580438,4.419943456,1,1
-3.834781569,-1.155850173,0.303653111,1,0.6376105668851245,-5.841218002,-2.245881952,-3.357421669,-2.910430298,3.361777137,-1.505287775,0.565834734,-3.651426569,-1.5715173266778693,-3.182168085,-2.787247931,-2.954300813,1.854452087602469,-0.071340378,0.987277022,0,1
-6.008660007,0.734573493,-19.21089642,0,0.816234315261482,-11.5885436,-3.668734939,-20.34622816,-4.715420171,6.418441747,-28.92375595,-4.828202466,-8.009159386,-1.9767074844359382,-5.58044712,-27.84818067,-5.491073262,-1.5123217836429137,15.59819266,4.303095818,0,1
-5.835075215,0.692688412,-19.50108408,0,0.3817483119675691,-11.43175691,-3.642989819,-20.78600004,-4.696924444,6.447591402,-29.46873209,-4.865613418,-7.939642419,0.8517047957028119,-5.330143782,-28.52426759,-5.367775276,-0.5733403243948871,15.87692299,4.184673689,0,1
-5.661492423,0.650807371,-19.79124841,0,0.5639626663249862,-11.27497259,-3.617241786,-21.22580965,-4.678436529,6.47673118,-30.01371249,-4.902997397,-7.870121943,-0.31250075197226135,-5.079845681,-29.20032859,-5.24447152,0.7086131647436392,16.15570143,4.066255073,0,1
-5.487911486,0.608930081,-20.08139107,0,2.6055373808468496,-11.11819045,-3.591491047,-21.6656543,-4.65995587,6.505861787,-30.55869682,-4.940356329,-7.800598208,1.012192157066914,-4.829552443,-29.87636551,-5.121162405,0.3444128728621418,16.43452455,3.947839717,0,1
-5.314332276,0.56705628,-20.37151359,0,3.199738748870862,-10.96141036,-3.565737791,-22.10553152,-4.641481959,6.534983864,-31.10368482,-4.977691964,-7.731071441,-0.09353914651222395,-4.579263728,-30.55238004,-4.997848304,-0.010001295763597415,16.71338924,3.829427395,1,1
-1.460471123,-2.679950242,1.672734122,0,0.026267667335059086,6.244987102,-2.783011088,2.937966855,2.971749364,4.70769144,-3.932870265,-1.800903718,-1.88484244,0.5467715812464595,-7.077360606,1.102804325,2.493227604,0.6478939369926604,2.829167999,3.79256536,1,1
-2.59194965,-3.286150082,1.987616355,1,0.19652163667681968,6.50927165,-2.757534513,3.738853043,2.569971426,4.360089352,-2.971679003,-2.728395073,-2.335933327,-1.652716160300236,-7.311579817,-1.060676284,2.290607832,-0.06150227208492523,2.60857947,2.111516867,1,1
-5.657857541,-1.954299955,-0.824203333,0,0.5657834799160778,0.409735841,-3.759059456,1.538807934,0.939603694,5.809369574,-5.810353445,-2.269219136,-4.592389806,-1.171885773772182,-10.38488974,0.26961409,-0.701882909,0.24193873867811824,3.549755129,5.47939151,1,1
-2.549177308,3.001685059,-3.801324502,0,0.24144866016147698,-4.908098507,0.864065471,-3.019564779,-1.50887329,1.721680075,-2.880003656,-0.639736123,-2.895251668,-1.273197756276831,-2.971316758,0.92376442,-4.702011825,-0.6331954561069336,0.344048072,3.028162231,0,1
-0.677096334,0.48475894,1.767760449,0,1.0668861787756714,0.022045207,0.069735807,0.321668778,-0.940684674,2.86129224,1.199930098,0.289966026,3.245086401,-0.13857001010033043,-0.913786971,-2.830984056,-1.024502092,0.2916191317259593,0.885657038,0.675287853,1,1
-3.656802651,-0.902689803,-2.202317927,0,0.021961075529631176,-4.931111968,-2.033892048,-1.090927154,-2.547402527,3.813544188,-1.652173046,-0.984744666,-2.734155555,1.0718439926133256,-4.74441333,0.287952772,-2.479513556,0.7764791769327705,1.728734645,2.368433673,1,1
-3.500542265,1.669260553,0.268048731,1,0.6066186449306675,-5.079479085,-2.374027363,-3.663733112,-2.586857045,2.572046261,-2.182732796,0.081567933,-3.58281002,-0.05975166806888765,-2.735940374,-2.17913506,-4.046292997,0.9399212378541066,0.020217918,1.975821062,0,1
-2.242864368,-0.686196724,-1.51552138,0,0.325892894488377,-3.218618252,-1.999846036,0.184735711,-0.370992501,3.241617463,-2.066180333,0.028329559,-2.133176443,1.7985632364782331,-4.652803807,0.539275914,-0.77566602,-1.413439156758519,1.554889763,2.756171945,1,1
1.237773313,-0.655269928,-0.123372252,1,1.6583966674839214,-0.219143226,-0.67359755,-0.0050205,-0.694259215,2.520862807,0.862918741,0.563341023,0.64454973,1.2212644195842368,0.038371979,1.081233775,0.085406344,-1.6032735860923515,0.416413936,1.120505177,0,1
-4.392732438,-0.124137989,-2.27578851,0,0.9550142446739628,-5.095182879,-2.042415924,-0.585067615,-0.338012656,3.643945269,-2.596561167,-0.654658532,-2.83487116,0.7123093511554135,-5.327286652,0.333499491,-1.359389477,1.6853973481429279,1.699873446,2.802005126,0,1
-7.220003686,0.177745635,-2.206056242,1,1.862684099574149,-9.276635569,-0.292885036,-1.777016191,-3.081961081,1.28624391,-2.84012565,-1.436138771,-3.717449929,0.8498573632614193,-9.657626594,-2.439236969,-4.738662343,-0.5224377503155716,2.591458163,3.907399128,0,1
-8.629054408,0.432054207,-5.479117451,1,0.16535263830128108,-13.38925072,-3.908205793,-2.494141416,-4.480412567,5.420940709,-5.052968134,-1.811286628,-7.060746182,1.38714430102509,-11.18206341,-0.860826892,-6.532982278,-0.9928445191883251,3.131789633,4.729974154,1,1
-1.07381224,0.386760637,-0.974072997,0,1.0651303309428173,2.03119575,-0.003159074,0.973252234,0.317598357,0.81725327,0.005221816,-0.639268313,-0.121653218,-1.7985179896204753,-0.895433621,-2.019000719,-0.103527024,0.2965964642810584,1.491269729,0.024369606,0,1
-6.984771477,0.132330776,-3.069958214,0,0.6571379338633234,-9.094231297,-0.213356097,-1.645775675,-3.082549954,1.361865944,-3.263041587,-1.852981871,-3.551984009,0.7789129251447671,-9.377878452,-3.218952011,-4.652071195,-0.6635402777060042,2.708535411,3.779749539,0,1
-8.277840948,2.414389569,-5.778879593,0,1.1813872790518132,-14.57083663,-4.467103123,-3.079232039,-5.185385533,5.623119731,-3.937111391,-1.253474118,-6.06779815,-1.2927227508682235,-8.416681212,-2.044488689,-7.862658826,-2.098185874870914,3.368306217,3.839787711,0,1
-8.077093646,2.892169685,-5.65131374,0,3.680087293717115,-14.26505595,-5.015490987,-3.070776168,-5.771064426,5.487198631,-4.197298786,-1.422686338,-6.319707509,0.48375854314141176,-7.891908779,-2.857169754,-7.954070045,2.5821717945661997,4.045601381,3.779602208,1,1
-8.042285142,2.463843039,-6.652031121,1,0.7387000926240346,-14.32962616,-4.67940204,-4.057462506,-4.868010236,5.505672037,-3.628202369,-0.905945283,-6.546241815,-1.4983436751323942,-8.051048902,-3.519029545,-7.395956925,-0.5870438843724751,4.140867176,3.53820204,1,1
